symbol,open,high,low,close,volume,year,month,day
CRYPTO:XRPUSD,0.94064,0.96616,0.93487,0.94599,0.0,2021,11,27
CRYPTO:XRPUSD,0.9459,0.97021,0.88481,0.97,0.0,2021,11,28
CRYPTO:XRPUSD,0.97022,1.00304,0.96457,0.99102,0.0,2021,11,29
CRYPTO:XRPUSD,0.99098,1.03109,0.97122,0.99914,0.0,2021,11,30
CRYPTO:XRPUSD,0.99855,1.01841,0.98052,0.99104,0.0,2021,12,1
CRYPTO:XRPUSD,0.99095,0.99112,0.95668,0.97313,0.0,2021,12,2
CRYPTO:XRPUSD,0.97289,0.98469,0.88818,0.92257,0.0,2021,12,3
CRYPTO:XRPUSD,0.92223,0.92513,0.6153,0.84807,0.0,2021,12,4
CRYPTO:XRPUSD,0.84733,0.86329,0.77135,0.80568,0.0,2021,12,5
CRYPTO:XRPUSD,0.80573,0.8317,0.74991,0.82794,0.0,2021,12,6
CRYPTO:XRPUSD,0.82766,0.84693,0.80455,0.8165,0.0,2021,12,7
CRYPTO:XRPUSD,0.81663,0.88524,0.80441,0.863,0.0,2021,12,8
CRYPTO:XRPUSD,0.86301,0.93546,0.83309,0.85931,0.0,2021,12,9
CRYPTO:XRPUSD,0.85959,0.88301,0.7926,0.79965,0.0,2021,12,10
CRYPTO:XRPUSD,0.80023,0.84548,0.78575,0.83801,0.0,2021,12,11
CRYPTO:XRPUSD,0.83881,0.85775,0.80967,0.84067,0.0,2021,12,12
CRYPTO:XRPUSD,0.84028,0.84466,0.7612,0.78214,0.0,2021,12,13
CRYPTO:XRPUSD,0.78242,0.82223,0.77255,0.81147,0.0,2021,12,14
CRYPTO:XRPUSD,0.81142,0.84024,0.77773,0.82739,0.0,2021,12,15
CRYPTO:XRPUSD,0.82709,0.83678,0.80399,0.80552,0.0,2021,12,16
CRYPTO:XRPUSD,0.80531,0.83292,0.77524,0.79719,0.0,2021,12,17
CRYPTO:XRPUSD,0.79763,0.83473,0.79156,0.82678,0.0,2021,12,18
CRYPTO:XRPUSD,0.82679,0.849,0.82004,0.83503,0.0,2021,12,19
CRYPTO:XRPUSD,0.83539,0.91581,0.8249,0.87966,0.0,2021,12,20
CRYPTO:XRPUSD,0.88071,0.96153,0.85338,0.9473,0.0,2021,12,21
CRYPTO:XRPUSD,0.94777,0.97382,0.92385,0.9543,0.0,2021,12,22
CRYPTO:XRPUSD,0.95425,1.01714,0.93795,0.99426,0.0,2021,12,23
CRYPTO:XRPUSD,0.99451,0.99749,0.8978,0.91234,0.0,2021,12,24
CRYPTO:XRPUSD,0.91216,0.93459,0.89901,0.92617,0.0,2021,12,25
CRYPTO:XRPUSD,0.92509,0.93344,0.9067,0.92058,0.0,2021,12,26
CRYPTO:XRPUSD,0.92093,0.95597,0.91503,0.92692,0.0,2021,12,27
CRYPTO:XRPUSD,0.92684,0.92719,0.84596,0.85163,0.0,2021,12,28
CRYPTO:XRPUSD,0.85159,0.86459,0.81178,0.81723,0.0,2021,12,29
CRYPTO:XRPUSD,0.81748,0.86075,0.80336,0.8391,0.0,2021,12,30
CRYPTO:XRPUSD,0.83904,0.85399,0.80311,0.82918,0.0,2021,12,31
